IPv4 Address,#VALUE!,Device,DNS Name,MAC Address,Function,Operating System,Vendor and Model,DHCP Device Class,NIC Vendor,NIC Vendor Value,Network Function,OS Fingerprint,Windows Version
10.1.3.27,010.001.003.027,SCSPA\\SPAEDI,SPAEDI.scspa.local,005056aa3845,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]",[VMware],,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.28,010.001.003.028,SCSPA\\SPAHRPRD92,SPAHRPRD92.scspa.local,000c2949f156,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.29,010.001.003.029,SCSPA\\SPAKRONOSPLUS,SPAKronosPlus.scspa.local,005056819c68,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.30,010.001.003.030,spamq.scspa.local,spamq.scspa.local,5056801857,"[Information Technology, Computer]",[Linux],[VMware],,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 2.6.32 - 3.10,
10.1.3.31,010.001.003.031,SCSPA\\SPADAMEWARE,SPADAMEWARE.scspa.local,005056800dae,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.37,010.001.003.037,SCSPA\\SPAREMINDER,SPAREMINDER.scspa.local,00505680226a,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.40,010.001.003.040,SCSPA\\SPAPSREP92,SPAPSREP92.scspa.local,005056a0dd03,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.41,010.001.003.041,SCSPA\\SPASQL2K16,SPASQL2K16.scspa.local,00505681e821,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.42,010.001.003.042,GoPortAPi1.scspa.local,GoPortAPi1.scspa.local,00505681ea80,"[Information Technology, Computer]",[Linux],"[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 3.10 - 3.19,
10.1.3.44,010.001.003.044,SCSPA\\SPAKMWSUS,SPAKMWSUS.scspa.local,5056800525,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.45,010.001.003.045,SCSPA\\SPA-SQL2K8,SPA-SQL2K8.scspa.local,005056aa2047,"[Information Technology, Computer, Server]","[Windows, Windows Server 2008 R2]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2008 64-bit R2 Enterprise,Windows Server 2008 64-bit R2 Enterprise
10.1.3.46,010.001.003.046,SCSPA\\SPAARCHIVE,spaarchive.scspa.local,005056a00b7b,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.47,010.001.003.047,SCSPA\\SPATHYCOTIC,SPATHYCOTIC.scspa.local,5056814936,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.48,010.001.003.048,SCSPA\\SPAFINPUM,SPAFINPUM.scspa.local,9c8e9912f9ea,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]",[HP],,hewlett packard,HEWLETT PACKARD,Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.49,010.001.003.049,SCSPA\\SPARELAY,SPARELAY.scspa.local,005056807d6f,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.52,010.001.003.052,ddscip.scspa.local,ddscip.scspa.local,300ed5c608b5,"[Information Technology, Computer]",[Linux],[Foxconn],,"hon hai precision ind. co.,ltd.","HON HAI PRECISION IND. CO.,LTD.",Linux Desktop/Server,Linux 2.6.32 - 3.10,
10.1.3.53,010.001.003.053,SCSPA\\SPAMNSVRCONNECT,SPAMNSVRConnect.scspa.local,00505681936b,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.54,010.001.003.054,SCSPA\\SPAFINPRD92,SPAFinPrd92.scspa.local,5056801091,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.56,010.001.003.056,SCSPA\\SPAACRONISWS,SPAACRONISWS.scspa.local,00505680472e,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.57,010.001.003.057,SCSPA\\SPACMFTP,SPACMFTP.scspa.local,00505681b9eb,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.60,010.001.003.060,SCSPA\\SPANAVISTAR,SPANAVISTAR.scspa.local,00505680492d,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.62,010.001.003.062,SPAESRS.scspa.local,SPAESRS.scspa.local,00505681be11,"[Information Technology, Computer]",[Linux],"[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Possibly Linux 3.10 - 3.19 or Linux 3.2 - 4.0,
10.1.3.63,010.001.003.063,SPAWEB\\SPAWEBSQL,,00505690585e,"[Information Technology, Computer]","[Windows, Windows 2000]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,135/tcp Microsoft Windows RPC  ;21/tcp Microsoft ftpd 5.0 ,
10.1.3.64,010.001.003.064,SCSPA\\SPA-NETWORKER,SPA-NETWORKER.scspa.local,5056801683,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.65,010.001.003.065,SPAWEB\\SPAWEB2,thenextbigdealindistribution.org,00505693001c,"[Information Technology, Computer]",[Windows],"[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,21/tcp Microsoft ftpd  ;135/tcp Microsoft Windows RPC  ;3389/tcp Microsoft Terminal Service  ;80/tcp Microsoft IIS httpd  ,
10.1.3.67,010.001.003.067,SCSPA\\SPABARCODE,SPABarCode.scspa.local,e4115bd9ceb2,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]",[HP],,hewlett packard,HEWLETT PACKARD,Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.68,010.001.003.068,SCSPA\\SPAODEX01,SPAODEX01.scspa.local,5056803630,"[Information Technology, Computer, Server]","[Windows, Windows Server 2012]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2012 64-bit R2 Standard,Windows Server 2012 64-bit R2 Standard
10.1.3.69,010.001.003.069,goportappqa1.scspa.local,goportappqa1.scspa.local,005056a0a0a1,"[Information Technology, Computer]","[Linux, RedHat]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",,Linux 3.2 - 4.0 or Linux 2.6.32 - 3.13 or Linux 3.10 - 3.19 or Linux 2.6.32 - 3.10 or Linux 3.2 - 3.8 or HP P2000 G3 NAS device or Asus RT-AC66U WAP or Infomir MAG-250 set-top box or Ubiquiti AirMax NanoStation WAP (Linux 2.6.32) or Linux 3.13;22/tcp OpenSSH 7.4 protocol 2.0,
10.1.3.70,010.001.003.070,goportappqa2.scspa.local,goportappqa2.scspa.local,005056a032f8,"[Information Technology, Computer]","[Linux, RedHat]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",,Linux 3.2 - 4.0 or Linux 3.10 - 3.19 or Linux 2.6.32 - 3.13 or Linux 3.2 - 3.8 or Asus RT-AC66U WAP or Linux 3.13 or Linux 3.18 or Linux 3.10 or Linux 2.6.32 - 3.10 or Crestron XPanel control system,
10.1.3.72,010.001.003.072,SCSPA\\SPAGOVERLAN,SPAGOVERLAN.scspa.local,5056812495,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.73,010.001.003.073,vsora1.scspa.local,vsora1.scspa.local,1458d05956c8,"[Information Technology, Computer]",[Linux],[HP],,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,22/tcp OpenSSH 7.3 protocol 2.0;80/tcp VMware ESXi Server httpd  ,
10.1.3.74,010.001.003.074,vsora2.scspa.local,vsora2.scspa.local,0017a47700fe,"[Information Technology, Computer]",[Linux],[HP],,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,22/tcp OpenSSH 7.3 protocol 2.0;80/tcp VMware ESXi Server httpd  ,
10.1.3.75,010.001.003.075,vsora3.scspa.local,vsora3.scspa.local,c4346bca52c8,"[Information Technology, Computer]",[Linux],[HP],,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,22/tcp OpenSSH 7.3 protocol 2.0;80/tcp VMware ESXi Server httpd  ,
10.1.3.76,010.001.003.076,vsdmz01.scspa.local,vsdmz01.scspa.local,0017a477017c,"[Information Technology, Computer]",[Linux],[HP],,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,22/tcp OpenSSH 7.3 protocol 2.0;80/tcp VMware ESXi Server httpd  ,
10.1.3.77,010.001.003.077,vsdmz02.scspa.local,vsdmz02.scspa.local,0017a4770198,"[Information Technology, Computer]",[Linux],[HP],,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,22/tcp OpenSSH 7.3 protocol 2.0;80/tcp VMware ESXi Server httpd  ,
10.1.3.78,010.001.003.078,vsdmz03.scspa.local,vsdmz03.scspa.local,0017a477018a,"[Information Technology, Computer]",[Linux],[HP],,hewlett packard,HEWLETT PACKARD,Linux Desktop/Server,22/tcp OpenSSH 7.3 protocol 2.0;80/tcp VMware ESXi Server httpd  ,
10.1.3.79,010.001.003.079,SCSPA\\SPACSRV,SPACSRV.scspa.local,5056815594,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.80,010.001.003.080,SCSPA\\SPAGOVERREACH,SPAGOVERREACH.scspa.local,005056816db8,"[Information Technology, Computer, Server]","[Windows, Windows Server 2016, Windows Server 2016 Foundation]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Windows Machine,Windows Server 2016 64-bit Standard,Windows Server 2016 64-bit Standard
10.1.3.82,010.001.003.082,SCSPA\\W-NCTDC-CONS,W-NCTDC-CONS.scspa.local,484d7ef212cf,"[Information Technology, Computer]","[Windows, Windows 10, Windows 10 Enterprise]",[Dell],,dell inc.,DELL INC.,Windows Machine,Windows 10 64-bit Enterprise,Windows 10 64-bit Enterprise
10.1.3.83,010.001.003.083,ymprd.scspa.local,ymprd.scspa.local,005056aa7ac5,"[Information Technology, Computer]",[Linux],[VMware],,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 2.6.18 - 2.6.32,
10.1.3.84,010.001.003.084,ymtest.scspa.local,ymtest.scspa.local,00505680171d,"[Information Technology, Computer]","[Linux, RedHat]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 2.6.9 - 2.6.18 or Linux 2.6.18 or Linux 2.6.18 - 2.6.32 or Linux 2.6.32 - 3.10 or Linux 2.6.32 or Linux 2.6.9 - 2.6.30 or Linux 3.0 - 3.1 or Linux 2.6.17 (Mandriva) or Linux 2.6.22 - 2.6.23 or Linux 2.6.9 - 2.6.27,
10.1.3.86,010.001.003.086,srsmsprd.scspa.local,srsmsprd.scspa.local,005056aa2705,"[Information Technology, Computer]","[Linux, RedHat]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 2.6.18 - 2.6.32,
10.1.3.87,010.001.003.087,ympsdev1.scspa.local,ympsdev1.scspa.local,005056aa68bc,"[Information Technology, Computer]","[Linux, RedHat]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 2.6.18 - 2.6.32,
10.1.3.88,010.001.003.088,srsmsdev.scspa.local,srsmsdev.scspa.local,005056aa31f5,"[Information Technology, Computer]","[Linux, RedHat]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 2.6.18 - 2.6.32,
10.1.3.89,010.001.003.089,ps12cdev.scspa.local,ps12cdev.scspa.local,5056805335,"[Information Technology, Computer]","[Linux, RedHat]","[VMware, VMware Virtual Machine]",,"vmware, inc.","VMWARE, INC.",Linux Desktop/Server,Linux 2.6.32 - 3.10,
